ArrivalDate,ArrivalWeekNumber,AssignedRoom,AverageDailyRate,BookingChanges,BookingCompany,BookingDistributionChannel,BookingMeal,BookingParking,CheckoutDate,Country,CustomerType,DaysInWaitingList,DepositType,LeadTime,MarketSegment,NumberOfAdult,NumberOfBabies,NumberOfChildren,RepeatedGuest,ReservedRoom,StaysInWeekendNights,StaysInWeekNights,TotalOfSpecialRequests,TravelAgent
2015-November-21,47,D               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,78,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,E               ,32,0,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,0,0,A               ,0,1,0,       NULL
2015-November-21,47,G               ,44,2,        342,Corporate,BB       ,0,2015-11-22,PRT,Transient-Party,0,No Deposit     ,24,Corporate,2,0,1,0,A               ,0,1,0,       NULL
2015-November-21,47,D               ,26,1,       NULL,TA/TO,BB       ,0,2015-11-28,FRA,Transient,0,No Deposit     ,14,Offline TA/TO,2,0,0,0,A               ,2,5,0,          6
2015-November-23,48,A               ,0,0,       NULL,TA/TO,BB       ,0,2015-11-23,PRT,Transient,0,No Deposit     ,0,Online TA,2,0,0,0,A               ,0,0,1,        240
2015-November-23,48,A               ,0,0,       NULL,TA/TO,BB       ,0,2015-11-23,PRT,Transient,0,No Deposit     ,56,Online TA,2,0,0,0,E               ,0,0,1,        240
2015-November-23,48,E               ,68.53,0,       NULL,TA/TO,BB       ,1,2015-11-26,FRA,Transient,0,No Deposit     ,20,Online TA,2,0,0,0,E               ,1,2,1,        240
2015-November-24,48,A               ,38.4,0,       NULL,TA/TO,BB       ,0,2015-11-25,ESP,Transient,0,No Deposit     ,21,Offline TA/TO,2,0,0,0,A               ,0,1,2,        314
2015-November-24,48,D               ,41.4,0,       NULL,TA/TO,BB       ,1,2015-11-27,ESP,Transient,0,No Deposit     ,40,Online TA,2,0,0,0,D               ,0,3,2,        242
2015-November-24,48,D               ,49.4,0,       NULL,TA/TO,HB       ,0,2015-11-29,ESP,Transient,0,No Deposit     ,12,Offline TA/TO,2,0,0,0,A               ,0,5,0,          6
2015-November-25,48,A               ,32.4,0,       NULL,TA/TO,BB       ,0,2015-11-29,ESP,Transient,0,No Deposit     ,72,Online TA,2,0,0,0,A               ,0,4,2,        240
2015-November-26,48,D               ,46.4,0,       NULL,TA/TO,BB       ,0,2015-11-29,POL,Transient,0,No Deposit     ,17,Online TA,2,0,0,0,D               ,0,3,2,        240
2015-November-26,48,A               ,36,0,       NULL,TA/TO,BB       ,0,2015-11-29,NLD,Transient,0,No Deposit     ,57,Online TA,1,0,0,0,A               ,0,3,1,        240
2015-November-26,48,A               ,36,0,       NULL,TA/TO,BB       ,0,2015-11-29,NLD,Transient,0,No Deposit     ,57,Online TA,1,0,0,0,A               ,0,3,1,        240
2015-November-26,48,A               ,36,0,       NULL,TA/TO,BB       ,0,2015-11-29,NLD,Transient,0,No Deposit     ,57,Online TA,1,0,0,0,A               ,0,3,1,        240
2015-November-26,48,A               ,36,0,       NULL,TA/TO,BB       ,0,2015-11-29,NLD,Transient,0,No Deposit     ,57,Online TA,1,0,0,0,A               ,0,3,1,        240
2015-November-26,48,A               ,36,0,       NULL,TA/TO,BB       ,0,2015-11-29,NLD,Transient,0,No Deposit     ,57,Online TA,1,0,0,0,A               ,0,3,1,        240
2015-November-26,48,A               ,36,0,       NULL,TA/TO,BB       ,0,2015-11-29,NLD,Transient,0,No Deposit     ,57,Online TA,1,0,0,0,A               ,0,3,1,        240
2015-November-26,48,D               ,46.4,0,       NULL,TA/TO,BB       ,0,2015-11-29,GBR,Transient,0,No Deposit     ,17,Offline TA/TO,2,0,0,0,D               ,0,3,0,        314
2015-November-26,48,D               ,64,0,       NULL,TA/TO,BB       ,1,2015-11-29,IRL,Transient,0,No Deposit     ,14,Online TA,2,0,0,0,D               ,0,3,1,        240
2015-November-26,48,A               ,36,0,       NULL,TA/TO,BB       ,0,2015-11-29,NLD,Transient,0,No Deposit     ,57,Online TA,1,0,0,0,A               ,0,3,1,        240
2015-November-26,48,E               ,46.5,0,       NULL,TA/TO,BB       ,1,2015-12-04,GBR,Contract,0,No Deposit     ,174,Offline TA/TO,2,0,0,0,E               ,2,6,0,          8
2015-November-27,48,A               ,26.1,0,       NULL,TA/TO,BB       ,0,2015-11-29,PRT,Transient,0,No Deposit     ,28,Offline TA/TO,2,0,0,0,A               ,0,2,0,         15
2015-November-27,48,A               ,0,1,       NULL,Corporate,BB       ,0,2015-11-29,PRT,Transient,0,No Deposit     ,15,Complementary,2,0,0,0,A               ,0,2,0,       NULL
2015-November-28,48,D               ,0,0,       NULL,TA/TO,BB       ,0,2015-11-28,PRT,Transient,0,No Deposit     ,28,Online TA,2,0,0,0,A               ,0,0,1,        240
2015-November-28,48,C               ,108.15,0,       NULL,TA/TO,FB       ,0,2015-11-29,ESP,Transient,0,No Deposit     ,22,Offline TA/TO,3,0,0,0,A               ,0,1,0,        177
2015-November-28,48,A               ,32.1,0,       NULL,TA/TO,BB       ,1,2015-12-04,PRT,Transient,0,No Deposit     ,36,Offline TA/TO,2,0,0,0,A               ,2,4,0,          8
2015-November-30,49,E               ,83.6,0,       NULL,Direct,HB       ,1,2015-12-04,BEL,Transient,0,No Deposit     ,62,Direct,2,0,0,0,E               ,1,3,1,        250
2015-December-1,49,I               ,0,0,       NULL,TA/TO,BB       ,0,2015-12-01,PRT,Transient,0,No Deposit     ,20,Online TA,1,0,0,0,A               ,0,0,0,        240
2015-December-1,49,A               ,32.4,0,       NULL,TA/TO,BB       ,0,2015-12-06,PRT,Transient,0,No Deposit     ,118,Online TA,2,0,0,0,A               ,0,5,1,        240
2015-December-1,49,A               ,29.16,0,       NULL,TA/TO,BB       ,0,2015-12-08,BEL,Transient,0,No Deposit     ,118,Online TA,2,0,0,0,A               ,2,5,1,        240
2015-December-2,49,I               ,0,0,       NULL,TA/TO,BB       ,0,2015-12-02,PRT,Transient,0,No Deposit     ,82,Online TA,2,0,0,0,A               ,0,0,2,        240
2015-December-2,49,E               ,61.2,0,       NULL,TA/TO,BB       ,1,2015-12-03,GBR,Transient,0,No Deposit     ,21,Online TA,2,0,0,0,E               ,0,1,2,        240
2015-December-2,49,E               ,61.2,0,       NULL,TA/TO,BB       ,0,2015-12-03,GBR,Transient,0,No Deposit     ,21,Online TA,2,0,0,0,E               ,0,1,2,        240
2015-December-2,49,E               ,61.2,0,       NULL,TA/TO,BB       ,0,2015-12-03,GBR,Transient,0,No Deposit     ,21,Online TA,2,0,0,0,E               ,0,1,2,        240
2015-December-2,49,E               ,61.2,0,       NULL,TA/TO,BB       ,0,2015-12-03,PRT,Transient,0,No Deposit     ,21,Online TA,2,0,0,0,E               ,0,1,2,        240
2015-December-2,49,E               ,68.2,0,       NULL,TA/TO,HB       ,0,2015-12-31,GBR,Transient,0,No Deposit     ,119,Offline TA/TO,2,0,0,0,E               ,8,21,0,        177
2015-December-3,49,E               ,61.2,0,       NULL,TA/TO,BB       ,0,2015-12-04,CZE,Transient,0,No Deposit     ,31,Online TA,2,0,0,0,E               ,0,1,1,        240
2015-December-3,49,D               ,55.95,0,       NULL,TA/TO,BB       ,1,2015-12-05,GBR,Transient,0,No Deposit     ,45,Online TA,2,0,0,0,D               ,0,2,1,        240
2015-December-3,49,D               ,33.3,0,       NULL,TA/TO,BB       ,0,2015-12-10,GBR,Transient,0,No Deposit     ,48,Offline TA/TO,2,0,0,0,D               ,2,5,0,        115
2015-December-3,49,F               ,87.53,0,       NULL,Direct,HB       ,0,2015-12-10,GBR,Transient,0,No Deposit     ,52,Direct,2,0,0,0,F               ,2,5,0,        250
2015-December-3,49,A               ,49.5,0,       NULL,TA/TO,HB       ,0,2015-12-10,GBR,Transient,0,No Deposit     ,108,Offline TA/TO,2,0,0,0,A               ,2,5,0,        171
2015-December-3,49,A               ,30,0,       NULL,TA/TO,BB       ,0,2015-12-17,NLD,Transient,0,No Deposit     ,30,Offline TA/TO,2,0,0,0,A               ,4,10,0,          5
2015-December-4,49,D               ,41.4,0,       NULL,Direct,BB       ,0,2015-12-06,PRT,Transient,0,No Deposit     ,23,Direct,2,0,0,0,D               ,0,2,0,       NULL
2015-December-4,49,D               ,52.4,0,       NULL,TA/TO,BB       ,0,2015-12-08,ESP,Transient,0,No Deposit     ,22,Online TA,2,0,0,0,D               ,2,2,2,        240
2015-December-4,49,D               ,49.4,0,       NULL,TA/TO,HB       ,0,2015-12-08,ESP,Transient,0,No Deposit     ,22,Offline TA/TO,2,0,0,0,A               ,2,2,0,          6
2015-December-4,49,D               ,52.4,0,       NULL,TA/TO,BB       ,0,2015-12-08,ESP,Transient,0,No Deposit     ,22,Online TA,2,0,0,0,D               ,2,2,2,        240
2015-December-4,49,A               ,35.7,1,       NULL,TA/TO,BB       ,1,2015-12-12,GBR,Contract,0,No Deposit     ,130,Offline TA/TO,2,0,0,0,A               ,2,6,0,        314
2015-December-5,49,I               ,0,1,       NULL,TA/TO,BB       ,0,2015-12-05,PRT,Transient-Party,0,No Deposit     ,44,Groups,2,0,0,0,A               ,0,0,0,        134
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,64,3,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,D               ,26,2,       NULL,TA/TO,BB       ,0,2015-12-07,ESP,Transient,0,No Deposit     ,26,Offline TA/TO,2,0,0,0,A               ,1,1,0,          6
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,C               ,86.4,1,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,3,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,52,0,       NULL,TA/TO,FB       ,0,2015-12-07,PRT,Transient-Party,0,No Deposit     ,66,Groups,1,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,         68
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,52,1,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,1,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,64,0,       NULL,TA/TO,FB       ,0,2015-12-07,ESP,Transient-Party,0,No Deposit     ,66,Groups,2,0,0,0,A               ,1,1,0,        155
2015-December-5,49,A               ,0,0,       NULL,TA/TO,FB       ,0,2015-12-07,PRT,Transient-Party,0,No Deposit     ,66,Groups,1,0,0,0,A               ,1,1,0,        155
2015-December-5,49,D               ,48.4,1,       NULL,TA/TO,HB       ,0,2015-12-08,ESP,Transient,0,No Deposit     ,59,Online TA,1,0,0,0,A               ,2,1,2,        240
2015-December-5,49,D               ,68.45,2,       NULL,TA/TO,HB       ,0,2015-12-08,ESP,Transient,0,No Deposit     ,59,Online TA,2,0,0,0,A               ,2,1,2,        240
2015-December-5,49,D               ,68.45,2,       NULL,TA/TO,HB       ,0,2015-12-08,ESP,Transient,0,No Deposit     ,59,Online TA,2,0,0,0,A               ,2,1,2,        240
2015-December-5,49,F               ,68,4,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,A               ,68,0,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,A               ,68,0,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,A               ,68,0,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,D               ,72.5,1,       NULL,TA/TO,HB       ,0,2015-12-08,ESP,Transient,0,No Deposit     ,54,Online TA,2,0,0,0,A               ,2,1,2,        240
2015-December-5,49,A               ,68,0,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,A               ,68,0,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,C               ,55.92,1,       NULL,TA/TO,BB       ,0,2015-12-08,ESP,Contract,0,No Deposit     ,113,Offline TA/TO,3,0,0,0,A               ,2,1,1,        314
2015-December-5,49,D               ,68.45,2,       NULL,TA/TO,HB       ,0,2015-12-08,ESP,Transient,0,No Deposit     ,59,Online TA,2,0,0,0,A               ,2,1,2,        240
2015-December-5,49,D               ,68.45,2,       NULL,TA/TO,HB       ,0,2015-12-08,ESP,Transient,0,No Deposit     ,59,Online TA,2,0,0,0,A               ,2,1,2,        240
2015-December-5,49,A               ,68,0,       NULL,TA/TO,Undefined,0,2015-12-08,PRT,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,A               ,68,0,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,F               ,109,0,       NULL,Direct,HB       ,1,2015-12-08,ESP,Transient,0,No Deposit     ,33,Direct,2,0,0,0,F               ,2,1,2,        250
2015-December-5,49,A               ,68,0,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,A               ,68,0,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,A               ,68,0,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,2,0,0,0,A               ,2,1,0,         38
2015-December-5,49,C               ,91.8,1,       NULL,TA/TO,Undefined,0,2015-12-08,ESP,Transient-Party,0,No Deposit     ,45,Groups,3,0,0,0,A               ,2,1,0,         38
2015-December-6,50,E               ,63.72,0,       NULL,TA/TO,HB       ,0,2015-12-08,ESP,Transient,0,No Deposit     ,39,Offline TA/TO,2,0,0,0,E               ,2,0,0,        175
2015-December-6,50,E               ,65.7,0,       NULL,TA/TO,BB       ,0,2015-12-10,GBR,Transient,0,No Deposit     ,31,Online TA,2,0,0,0,E               ,2,2,2,        240
2015-December-7,50,E               ,45,0,       NULL,TA/TO,BB       ,0,2015-12-08,POL,Transient,0,No Deposit     ,35,Offline TA/TO,2,0,0,0,E               ,1,0,0,          8
2015-December-8,50,E               ,44.5,0,       NULL,TA/TO,BB       ,0,2016-01-05,GBR,Transient,0,No Deposit     ,183,Online TA,2,0,0,0,E               ,8,20,1,        241
2015-December-10,50,I               ,0,0,       NULL,TA/TO,HB       ,0,2015-12-10,PRT,Transient,0,No Deposit     ,140,Online TA,2,0,0,0,F               ,0,0,1,        241
2015-December-10,50,D               ,32.4,2,       NULL,TA/TO,BB       ,0,2015-12-11,ZAF,Transient,0,No Deposit     ,192,Online TA,2,0,0,0,A               ,0,1,2,        240
2015-December-10,50,A               ,26.1,0,       NULL,TA/TO,BB       ,0,2015-12-13,GBR,Transient-Party,0,No Deposit     ,29,Offline TA/TO,2,0,0,0,A               ,0,3,1,        115
2015-December-10,50,A               ,26.1,0,       NULL,TA/TO,BB       ,0,2015-12-13,GBR,Transient-Party,0,No Deposit     ,29,Offline TA/TO,2,0,0,0,A               ,0,3,0,        115
2015-December-10,50,A               ,26.1,0,       NULL,TA/TO,BB       ,0,2015-12-13,GBR,Transient-Party,0,No Deposit     ,29,Offline TA/TO,2,0,0,0,A               ,0,3,1,        115
2015-December-10,50,A               ,50.93,0,       NULL,TA/TO,HB       ,0,2015-12-17,GBR,Transient,0,No Deposit     ,66,Offline TA/TO,2,0,0,0,A               ,2,5,0,        115
2015-December-10,50,A               ,26.1,0,       NULL,TA/TO,BB       ,0,2015-12-13,GBR,Transient-Party,0,No Deposit     ,29,Offline TA/TO,2,0,0,0,A               ,0,3,0,        115
2015-December-10,50,A               ,26.1,0,       NULL,TA/TO,BB       ,0,2015-12-13,GBR,Transient-Party,0,No Deposit     ,29,Offline TA/TO,2,0,0,0,A               ,0,3,1,        115
2015-December-11,50,A               ,24.95,0,       NULL,TA/TO,BB       ,0,2015-12-15,GBR,Transient,0,No Deposit     ,126,Online TA,2,0,0,0,A               ,2,2,1,        241
2015-December-11,50,E               ,58.7,0,       NULL,TA/TO,BB       ,0,2015-12-16,IRL,Transient,0,No Deposit     ,56,Online TA,2,0,0,0,E               ,2,3,1,        240
2015-December-12,50,D               ,56.7,0,       NULL,TA/TO,HB       ,0,2015-12-19,GBR,Transient,0,No Deposit     ,66,Offline TA/TO,2,0,0,0,D               ,2,5,0,        115
2015-December-12,50,A               ,28.33,0,       NULL,TA/TO,BB       ,0,2015-12-19,GBR,Transient,0,No Deposit     ,194,Online TA,2,0,0,0,A               ,2,5,0,        241
2015-December-14,51,A               ,21.37,0,       NULL,TA/TO,BB       ,0,2015-12-17,GBR,Transient,0,No Deposit     ,70,Offline TA/TO,1,0,0,0,A               ,1,2,0,        156
2015-December-14,51,A               ,26.95,0,       NULL,TA/TO,BB       ,0,2015-12-19,GBR,Transient,0,No Deposit     ,103,Online TA,2,0,0,0,A               ,1,4,1,        241
